ID,Category,Subcategory,Page_Type,URL_or_File,Severity,Issue,Current_Value,Target_Value,Recommendation
D11,SEO,Meta Description,tool,/tools/funny-bios,Medium,Description too long — Google will truncate,172 chars,150–160 chars,"Cut 'copy and paste instantly' — the CTA is implied by 'Free, no signup'"
D12,SEO,Meta Description,blog,/blog/what-is-json-ld,Medium,Description too long — Google will truncate,171 chars,150–160 chars,Trim: remove 'and how JSON-LD helps search engines understand your content'
D13,SEO,Meta Description,tool,/tools/newsletter-template-generator,Medium,Description too long — Google will truncate,171 chars,150–160 chars,Remove 'Customize your brand colors and download instantly' or shorten it
D14,SEO,Meta Description,tool,/tools/x-account-checker,Medium,Description too long — Google will truncate,168 chars,150–160 chars,"Trim to: 'Bulk check Twitter/X account status — followers, join date, verified badge. Up to 100 accounts free. No signup.'"
D15,SEO,Meta Description,blog,/blog/url-encoding-guide,Medium,Description too long — Google will truncate,168 chars,150–160 chars,Trim 'Complete 2026 guide' and shorten 'percent-encoding' intro clause
D16,SEO,Meta Description,blog,/blog/how-to-use-temp-email-extension,Medium,Description too long — Google will truncate,169 chars,150–160 chars,Trim: remove 'and block spam — without ever leaving your tab'
D17,SEO,Meta Description,tool,/tools/page-speed-checker,Medium,Description too long — Google will truncate,168 chars,150–160 chars,Remove 'Get a speed score and actionable fixes' — score is implied
D18,SEO,Meta Description,blog,/blog/what-is-jwt,Medium,Description too long — Google will truncate,166 chars,150–160 chars,Trim: remove 'and how to decode JWTs' at the end
D19,SEO,Meta Description,blog,/blog/what-is-uuid,Medium,Description too long — Google will truncate,165 chars,150–160 chars,Trim 'and how to generate them' from the end
D20,SEO,Meta Description,tool,/tools/email-validator,Medium,Description too long — Google will truncate,164 chars,150–160 chars,"Trim: remove 'Free, browser-based, no signup' — implied by the site brand"
S01,Schema,FAQPage,tool,All 44 tool pages,High,No FAQPage schema on any tool page — high-value rich-result opportunity missed,None,FAQPage schema via MiniToolLayout faqs prop,Add faqs=[] prop to all MiniToolLayout calls; each FAQ generates FAQPage JSON-LD and rich results in SERPs
S02,Schema,OG Image,all,All 78 pages,High,og:image is set globally in HTML template only — all pages share the same image,1 global image,Per-page og:image via SeoHead,Add ogImage prop to SeoHead and inject per-page og:image; tool pages can use a generated or category-specific image
S03,Schema,og:type,all,All pages,Medium,og:type not updated per page — defaults to 'website' for blog articles,website (global),article for blog posts,"Inject og:type in SeoHead or BlogLayout: set to 'article' for blog, 'website' for others"
S04,Schema,Article,blog,/blog (index page),Medium,Blog index uses <Layout> not <BlogLayout> — no Article or BreadcrumbList schema,None,BreadcrumbList at minimum,Add BreadcrumbList schema to blog/index.tsx using SeoHead extraSchemas prop
S05,Schema,dateModified,blog,All blog articles,Medium,Article schema uses publishDate only — no dateModified field,publishDate only,dateModified recommended,Add dateModified to articleSchema in BlogLayout; use a prop or auto-date from git
S06,Schema,WebSite,static,/,Medium,No WebSite or SearchAction schema on homepage,None,WebSite + SearchAction,Add WebSite schema with SearchAction (sitelinks searchbox) to home.tsx extraSchemas
S07,Schema,Organization,static,Site-wide,Low,No Organization schema anywhere on the site,None,Organization schema,"Add Organization schema to global Layout or home.tsx with name, url, logo, sameAs social links"
C01,Content,Thin Page,tool,/tools/spam-score-checker,High,Critically thin content — only ~156 prose words,156 words,600+ words,"Add About section + 4 content sections covering: how spam scoring works, trigger words, deliverability impact, and B2B vs B2C thresholds"
C02,Content,Thin Page,tool,/tools/keyword-density,High,Very thin content — only ~214 prose words,214 words,600+ words,"Add About section + content on: what keyword density is, 1-3% guideline, TF-IDF context, keyword stuffing penalties, and how to use results"
C03,Content,Thin Page,tool,/tools/masked-email-generator,High,Very thin content — only ~215 prose words,215 words,600+ words,"Add About section + content on: what masked email aliases are, how forwarding works, top alias services, and when to use vs disposable email"
C04,Content,Thin Page,tool,/tools/newsletter-template-generator,High,Very thin content — only ~233 prose words,233 words,600+ words,"Add About section + sections on: HTML email best practices, CAN-SPAM compliance, responsive email design, and plain-text email requirements"
C05,Content,Thin Page,tool,/tools/robots-txt-generator,High,Very thin content — only ~242 prose words,242 words,600+ words,"Add About section + sections on: robots.txt syntax reference, crawl budget explained, AI scraper blocking, and common configuration patterns"
C06,Content,Thin Page,tool,/tools/sitemap-validator,High,Very thin content — only ~238 prose words,238 words,600+ words,"Add About section + sections on: XML sitemap format, common validation errors, lastmod and changefreq best practices, and sitemap index files"
C07,Content,Thin Page,tool,/tools/og-image-preview,Medium,Thin content — only ~283 prose words,283 words,500+ words,"Add sections on: optimal og:image dimensions by platform, how Open Graph affects click-through rate, and Twitter Card types"
C08,Content,Thin Page,tool,/tools/profile-link-generator,Medium,Thin content — only ~383 prose words,383 words,500+ words,"Add sections on: X profile URL formats (x.com vs twitter.com), when to use direct links vs @mentions, and building influencer lists"
C09,Content,Thin Page,tool,/tools/json-formatter,Medium,Thin content — only ~361 prose words,361 words,500+ words,"Add sections on: JSON vs JSONC, common JSON errors, JSON5 format, and use cases in API development"
C10,Content,Thin Page,tool,/tools/x-account-checker,Medium,Thin content — only ~364 prose words,364 words,500+ words,"Add sections on: why X accounts get suspended, checking status for influencer research, and API rate limit context"
C11,Content,Thin Page,tool,/tools/base64,Medium,Thin content — only ~344 prose words,344 words,500+ words,"Add sections on: Base64url variant, data URI format, JWT encoding, and performance considerations"
C12,Content,Thin Page,tool,/tools/schema-generator,Medium,Thin content — only ~402 prose words,402 words,500+ words,"Add sections on: why JSON-LD beats Microdata, most important schema types for different site types, and testing with Rich Results Test"
C13,Content,Extended Content,tool,30 of 44 tool pages,Medium,No extended content sections — pages rely only on About + FAQs in MiniToolLayout,About + FAQ only,400+ words of educational content,"Add extended content divs to: at-formatter, bio-generator, case-converter, character-counter, css-minifier, font-preview, hashtag-formatter, json-formatter, jwt-decoder, masked-email-generator, meta-tag-generator, newsletter-template-generator, og-image-preview, page-speed-checker, profile-link-generator, regex-tester, robots-txt-generator, schema-generator, sitemap-validator, spam-score-checker, sql-formatter, timezone-converter, tweet-formatter, url-encoder, username-generator, uuid-generator, word-counter, x-account-checker"
B01,Content,Blog Stub,blog,/blog/best-temp-mail-services,High,Blog post appears to be a stub — minimal prose content detected,~121 lines / minimal prose,800+ words of original content,"Expand with: full comparison table of 8 services, methodology, privacy analysis, and recommendation by use case"
B02,Content,Blog Stub,blog,/blog/how-to-use-temp-email-extension,High,Blog post appears to be a stub — minimal prose content detected,~129 lines / minimal prose,800+ words,"Expand with: step-by-step Chrome install guide, feature screenshots description, OTP auto-copy walkthrough, and troubleshooting"
B03,Content,Blog Stub,blog,/blog/is-temp-mail-safe,High,Blog post appears to be a stub — minimal prose content detected,~106 lines / minimal prose,700+ words,"Expand with: threat model, what temp mail protects vs doesn't protect, phishing risks, and platform-specific safety notes"
B04,Content,Blog Stub,blog,/blog/temp-gmail-explained,High,Blog post appears to be a stub — minimal prose content detected,~114 lines / minimal prose,700+ words,"Expand with: dot trick examples, plus trick filtering, real temp Gmail via Gmailnator, and when each approach works"
B05,Content,Blog Stub,blog,/blog/temp-mail-vs-gmail,High,Blog post appears to be a stub — minimal prose content detected,~132 lines / minimal prose,700+ words,"Expand with: side-by-side comparison table, 5 scenarios for each option, and privacy analysis"
B06,Content,Blog Stub,blog,/blog/twitter-bio-tips,High,Blog post appears to be a stub — minimal prose content detected,~95 lines / minimal prose,700+ words,"Expand with: 10 specific bio writing tips, before/after examples, character count strategy, and CTA best practices"
B07,Content,Blog Stub,blog,/blog/url-encoding-guide,High,Blog post appears to be a stub — minimal prose content detected,~104 lines / minimal prose,700+ words,"Expand with: percent-encoding table, reserved vs unreserved chars, encodeURIComponent vs encodeURI, and common mistakes"
B08,Content,Blog Stub,blog,/blog/what-is-disposable-email,High,Blog post appears to be a stub — minimal prose content detected,~125 lines / minimal prose,800+ words,"Expand with: how temp email works technically, MX record lookup process, top services comparison, and GDPR implications"
B09,Content,Blog Stub,blog,/blog/what-is-uuid,High,Blog post appears to be a stub — minimal prose content detected,~91 lines / minimal prose,700+ words,"Expand with: UUID v1 vs v4 vs v7 comparison, collision probability math, UUID vs ULID vs CUID, and database index performance"
B10,Content,Blog Stub,blog,/blog/why-websites-ask-email-verification,High,Blog post appears to be a stub — minimal prose content detected,~105 lines / minimal prose,700+ words,"Expand with: business reasons (deliverability, fraud), technical implementation, double opt-in laws by country, and user experience tradeoffs"
SM01,Sitemap,Index Freshness,sitemap,/sitemap.xml,Medium,Sub-sitemap lastmod dates in sitemap index are stale,pages: 2026-05-16 / tools: 2026-05-26,Current date (2026-06-11),Update <lastmod> in sitemap.xml index entries to match latest content update date
SM02,Sitemap,Orphan URL,sitemap,/tools/temp-mail/disposable,Medium,Sitemap references /tools/temp-mail/disposable but there is no standalone page file for this route,In sitemap-tools.xml,Either remove or add a dedicated page,"Verify if /tools/temp-mail/disposable serves a page; if it's a tab route, ensure it's handled by temp-gmail.tsx routing"
SM03,Sitemap,Missing changefreq,tool,Several tools,Low,"High-value tools (json-formatter, base64, jwt-decoder) use 'monthly' changefreq but rank highly and have updated content",monthly,weekly for high-traffic tools,"Change json-formatter, base64, jwt-decoder, regex-tester, and timezone-converter to changefreq: weekly"
SM04,Sitemap,Priority Inconsistency,tool,/tools/schema-generator,Low,schema-generator has priority 0.95 (higher than most tools) — inconsistent with its traffic tier,0.95,0.80,Lower schema-generator priority to 0.80 to match other developer tools tier
SM05,Sitemap,Missing URL,static,/tools,Low,The /tools listing page is not in sitemap-pages.xml,Missing,Should be included,Add /tools to sitemap-pages.xml with priority 0.90 and changefreq: weekly
OG01,Technical,Open Graph,all,All 78 pages,High,SeoHead does not inject per-page og:image — all pages share one static global image,Global fallback only,Per-page og:image,Add ogImage?: string to SeoHead props; inject <meta property='og:image'> for pages that have unique images
OG02,Technical,Open Graph,all,All pages,Medium,og:type not set per page — defaults to 'website' for blog articles which should be 'article',website (static),article for blog posts,Add og:type injection to BlogLayout (article) and SeoHead (configurable)
OG03,Technical,Twitter Card,all,All pages,Medium,twitter:card type is not updated dynamically — static in HTML template only,summary_large_image (static),Consistent with og:image,Ensure twitter:card stays summary_large_image in the HTML template; document it is intentional
OG04,Technical,Duplicate sitemap ref,robots.txt,/robots.txt,Low,sitemap-images.xml appears in both sitemap.xml index AND as a direct Sitemap: line in robots.txt — redundant double-submission,2 references,1 reference,Remove direct Sitemap: https://xtoolkit.live/sitemap-images.xml line from robots.txt; the index covers it
NI01,Technical,Noindex,static,/pricing,High,Pricing page has noindex but is not present in any sitemap — review if this page should be indexed,noindex applied,Verify intent,"If pricing drives conversions, remove noindex and add to sitemap. If it's a placeholder/redirect page, keep noindex"
NI02,Technical,Noindex,blog,/blog/seo-meta-tags-guide,Low,File contains 'noindex' string in code examples — may cause false positives in SEO scanners,In code examples,N/A (not a real noindex),"No action needed; the 'noindex' appears in code snippets only, not as a page-level directive"
A01,Accessibility,Missing alt,tool,/tools/og-image-preview,Medium,<img> element without alt attribute in tool UI (favicon display),alt missing,"alt="""" or descriptive alt","Add alt="""" to the favicon <img> in og-image-preview.tsx (decorative image — empty alt is correct)"
A02,Accessibility,Missing alt,static,/admin,Low,<img> without alt attribute in admin.tsx,alt missing,"alt="""" or descriptive",Add alt text; acceptable as this is a noindex admin page
IL01,Internal Linking,Cross-linking,blog,All blog posts,Medium,Blog posts don't consistently link to related tool pages within prose content,Sparse relatedTools arrays,2+ contextual prose links per article,Add inline prose links to relevant tools in each blog post (e.g. what-is-jwt links to /tools/jwt-decoder and /tools/schema-generator)
IL02,Internal Linking,Hub page,static,/tools,Medium,The /tools hub page is not in the sitemap — crawlers may under-prioritize it,Not in sitemap,In sitemap at 0.90,Add to sitemap-pages.xml; this is the category hub page with highest internal link count
IL03,Internal Linking,Cross-linking,tool,Most tool pages,Low,Tool pages link to 2-3 related tools via MiniToolLayout relatedTools but rarely cross-link to blog content,Tool-to-tool only,Tool-to-blog links,Add relatedArticles concept to MiniToolLayout or add blog links in extended content sections
P01,Technical,Duplicate images,static,public/,Low,Both opengraph.png and opengraph.jpg exist in public/ — two versions of the same OG image,2 files,1 canonical file,Pick one format (JPG is smaller for photos); update HTML template to reference only one
P02,Technical,Schema,static,/,Medium,Homepage lacks WebSite schema with SearchAction — missed sitelinks searchbox opportunity,None,WebSite + SearchAction,Add WebSite schema with potentialAction SearchAction to home.tsx for Google sitelinks searchbox
P03,Technical,SeoHead,all,All pages,Low,SeoHead component doesn't manage keywords meta tag — adds only if element already exists in HTML,Conditional update,Consistent keywords injection,Either remove keywords support from SeoHead (keywords are not a Google ranking factor) or add the meta element to index.html
P04,Technical,404 page,static,/not-found,Low,404 page has noindex but no canonical — technically correct but worth documenting,noindex (correct),noindex (keep),No action needed — noindex on 404 is correct. Ensure the 404 page is served with HTTP 404 status code (check server config)
P05,Technical,robots.txt date,robots.txt,/robots.txt,Low,robots.txt header comment shows 'Last updated: 2026-05-16' — date is stale after recent content changes,2026-05-16,2026-06-11,Update the Last updated comment in robots.txt to reflect the current date
